USERID,Recency,Frequency,Monetary
47908,0,103,145513
47909,23,98,127970
47910,2,90,119491
47911,4,125,175527
47912,6,101,146892
47913,10,104,137450
47914,11,111,149028
47915,17,78,98530
47916,10,103,131781
47917,6,90,121333
47918,1,100,112059
47919,14,90,110870
47920,0,103,139498
47921,17,96,130782
47922,12,96,109636
47923,12,98,127764
47924,3,112,139746
47925,7,85,119358
47926,25,86,113503
47927,3,109,138128
47928,28,101,135515
47929,20,105,107863
47930,19,109,152733
47931,11,105,124724
47932,0,104,118236
47933,20,80,106267
47934,16,87,155154
47935,29,121,169010
47936,9,116,144293
47937,0,91,109795
47938,2,88,106927
47939,23,90,112146
47940,9,106,134862
47941,8,92,111442
47942,4,88,103534
47943,4,108,137247
47944,5,94,135339
47945,4,112,152537
47946,18,107,143865
47947,14,89,104872
47948,1,105,142463
47949,6,109,134966
47950,4,96,136042
47951,10,102,138510
47952,8,99,121017
47953,1,87,100912
47954,24,85,98287
47955,5,92,105496
47956,1,108,155608
47957,2,92,137544
47958,23,82,98914
47959,0,104,151314
47960,0,89,115543
47961,1,95,139111
47962,14,92,98494
47963,1,104,154403
47964,2,100,170383
47965,1,100,125786
47966,3,91,111447
47967,5,106,115396
47968,5,96,120422
47969,11,103,162788
47970,1,113,144915
47971,6,101,123295
47972,38,98,137315
47973,1,110,142392
47974,1,95,109742
47975,9,113,164387
47976,3,84,116412
47977,1,104,160973
47978,13,106,131113
47979,3,99,131235
47980,2,124,148139
47981,23,105,150845
47982,0,104,140553
47983,8,102,128337
47984,4,111,146594
47985,2,103,116383
47986,12,102,119902
47987,0,110,147287
47988,6,94,101665
47989,6,98,138331
47990,20,96,144546
47991,2,112,128658
47992,77,109,149451
47993,7,112,152012
47994,5,108,142382
47995,0,88,116020
47996,5,100,125546
47997,9,114,146933
47998,0,87,101169
47999,8,115,137258
48000,8,100,129234
48001,8,102,140182
48002,0,102,118214
48003,14,98,131969
48004,0,95,141107
48005,8,101,139915
48006,5,105,131429
48007,10,91,117083
48008,19,89,121485
48009,2,108,128135
48010,7,98,137481
48011,7,84,122917
48012,15,101,139555
48013,7,101,129465
48014,10,89,121344
48015,3,93,125118
48016,12,96,121309
48017,8,100,139383
48018,8,108,139000
48019,2,105,141390
48020,25,84,112880
48021,17,114,149856
48022,1,112,118829
48023,0,89,117625
48024,15,93,144729
48025,0,105,117683
48026,1,110,131698
48027,0,87,120036
48028,20,96,137107
48029,11,95,120372
48030,30,118,148155
48031,13,108,150911
48032,14,92,102025
48033,13,110,152892
48034,14,112,137860
48035,0,92,115852
48036,3,101,138711
48037,9,97,114716
48038,22,120,151776
48039,5,102,119043
48040,10,114,156069
48041,3,99,136404
48042,8,117,142492
48043,16,98,129355
48044,12,111,161017
48045,4,71,73530
48046,0,111,130349
48047,1,104,169198
48048,8,108,132266
48049,16,102,129759
48050,5,103,137511
48051,11,113,182358
48052,2,84,115598
48053,3,104,124544
48054,0,98,134448
48055,31,95,122446
48056,4,97,145775
48057,24,87,112338
48058,66,98,112349
48059,4,93,129941
48060,0,95,109696
48061,9,100,149264
48062,4,114,174377
48063,3,99,132868
48064,26,93,107805
48065,6,120,147241
48066,16,115,126013
48067,14,112,116044
48068,2,96,112139
48069,4,93,90991
48070,6,117,192504
48071,5,87,113821
48072,1,121,152667
48073,3,100,110966
48074,17,111,134204
48075,7,107,134063
48076,1,90,111152
48077,12,99,140542
48078,4,93,121452
48079,5,108,180188
48080,21,107,146241
48081,7,116,131837
48082,5,113,137311
48083,6,113,159278
48084,8,88,138902
48085,0,84,114881
48086,2,95,115651
48087,4,87,112936
48088,4,92,113771
48089,3,118,150221
48090,7,103,157247
48091,3,92,133231
48092,4,106,138722
48093,7,124,133719
48094,11,103,136660
48095,2,116,139912
48096,0,109,144562
48097,6,102,143883
48098,29,104,109885
48099,58,106,122034
48100,0,102,127942
48101,28,103,119063
48102,22,102,128188
48103,4,96,109901
48104,8,101,108091
48105,3,102,135195
48106,6,104,114931
48107,1,117,131259
48108,5,99,128024
48109,11,103,123373
48110,36,109,192135
48111,11,102,122094
48112,18,95,111261
48113,12,122,143829
48114,1,92,115799
48115,14,93,112934
48116,64,92,108096
48117,3,97,136700
48118,2,84,97087
48119,8,102,136185
48120,21,101,154108
48121,6,97,117519
48122,10,112,123970
48123,0,98,126717
48124,14,86,85162
48125,8,90,95018
48126,29,100,105641
48127,8,113,142971
48128,23,95,105503
48129,17,90,109360
48130,2,108,190502
48131,1,116,151268
48132,11,87,106054
48133,7,116,154764
48134,3,100,109490
48135,6,103,108242
48136,14,93,126510
48137,6,101,120303
48138,10,87,101037
48139,7,107,140902
48140,1,122,142781
48141,14,105,122165
48142,2,118,137064
48143,12,85,91677
48144,8,101,115320
48145,15,102,146185
48146,19,105,125092
48147,16,87,91507
48148,5,112,129933
48149,12,103,131250
48150,4,93,112451
48151,13,105,143548
48152,7,101,127052
48153,3,108,134298
48154,1,109,162831
48155,12,112,153626
48156,0,114,139665
48157,1,97,113945
48158,6,97,133605
48159,8,98,122342
48160,0,111,156087
48161,4,92,123360
48162,2,108,128134
48163,0,86,109179
48164,0,82,130537
48165,5,86,118808
48166,4,92,114287
48167,31,106,118387
48168,2,115,124773
48169,35,112,167288
48170,10,115,135613
48171,49,91,108542
48172,4,95,124431
48173,0,109,130940
48174,5,101,129231
48175,3,110,165026
48176,3,129,170633
48177,22,111,143181
48178,5,116,144992
48179,4,79,98181
48180,1,103,162441
48181,24,112,147762
48182,3,126,221611
48183,20,82,118663
48184,12,98,109727
48185,12,105,136769
48186,4,100,130678
48187,0,106,130023
48188,2,105,116293
48189,17,92,101580
48190,7,92,106939
48191,1,93,125846
48192,19,97,123415
48193,3,105,124722
48194,2,106,141810
48195,4,122,135066
48196,6,98,124535
48197,1,101,126134
48198,15,85,111511
48199,8,107,125203
48200,1,104,141240
48201,1,90,105528
48202,0,99,130454
48203,1,108,135145
48204,0,107,138973
48205,9,94,102102
48206,20,116,161840
48207,6,103,145374
48208,1,100,121088
48209,24,105,155240
48210,6,95,108312
48211,5,111,146197
48212,2,110,162791
48213,2,94,111676
48214,9,101,117021
48215,29,108,122025
48216,4,97,116548
48217,19,114,163142
48218,8,105,113317
48219,5,106,123834
48220,6,121,150816
48221,16,96,128819
48222,4,118,140732
48223,0,109,142264
48224,7,116,125645
48225,0,110,126842
48226,32,95,100929
48227,2,98,129779
48228,43,91,113697
48229,3,100,128211
48230,1,109,124840
48231,7,112,142200
48232,1,94,105373
48233,26,104,143922
48234,12,96,110413
48235,8,103,123578
48236,21,97,120105
48237,39,98,132007
48238,14,87,104305
48239,3,112,133234
48240,13,120,147622
48241,4,96,110979
48242,12,81,101365
48243,1,104,120516
48244,13,99,149018
48245,2,106,138982
48246,9,100,122962
48247,27,102,124204
48248,14,108,166635
48249,9,110,164296
48250,3,92,127574
48251,6,94,106882
48252,1,98,117888
48253,14,117,150553
48254,11,110,157613
48255,1,98,144246
48256,9,116,158697
48257,1,96,121704
48258,10,106,124200
48259,10,115,145594
48260,23,91,114201
48261,11,105,95684
48262,24,95,120196
48263,16,107,130551
48264,1,113,117104
48265,8,104,108168
48266,1,106,120303
48267,3,119,122580
48268,0,116,153130
48269,24,97,156143
48270,86,86,143476
48271,13,108,135123
48272,3,103,132669
48273,3,92,172365
48274,2,111,144264
48275,26,125,179868
48276,1,122,187773
48277,0,110,135682
48278,3,100,131948
48279,5,116,125248
48280,7,114,147397
48281,14,107,131075
48282,13,111,129398
48283,8,128,175073
48284,18,123,154441
48285,9,89,92263
48286,3,90,99149
48287,25,98,129924
48288,5,125,168652
48289,4,100,120620
48290,2,104,156569
48291,3,110,124737
48292,10,96,129706
48293,32,85,124592
48294,5,97,111946
48295,0,92,134267
48296,5,79,95176
48297,7,84,105779
48298,1,108,160666
48299,3,106,142280
48300,18,103,110077
48301,2,82,107750
48302,2,94,120828
48303,1,135,162591
48304,14,101,134012
48305,3,115,122694
48306,27,91,121510
48307,4,110,116193
48308,18,103,126247
48309,2,111,121729
48310,0,95,120258
48311,21,103,125832
48312,16,116,139093
48313,5,101,114334
48314,1,121,159469
48315,0,94,132549
48316,1,101,126407
48317,6,95,130233
48318,17,116,149803
48319,24,106,129868
48320,0,100,129056
48321,11,89,104264
48322,25,94,126824
48323,0,110,165005
48324,20,95,124453
48325,2,114,182565
48326,8,95,92326
48327,11,90,116281
48328,0,88,103184
48329,0,106,120297
48330,1,101,131875
48331,7,108,141878
48332,9,114,153874
48333,3,103,135120
48334,3,110,136567
48335,3,107,143417
48336,5,93,122040
48337,3,118,139494
48338,0,100,135930
48339,1,100,131883
48340,13,118,162604
48341,15,104,160926
48342,8,122,128659
48343,10,120,175707
48344,3,91,110436
48345,1,91,140468
48346,25,98,110680
48347,4,111,149861
48348,2,105,133321
48349,6,97,125470
48350,11,98,131159
48351,4,115,152746
48352,7,100,140333
48353,12,101,123854
48354,14,88,114134
48355,41,111,124739
48356,3,107,112286
48357,7,116,153815
48358,6,91,123924
48359,5,93,116713
48360,18,97,119017
48361,12,98,126973
48362,15,118,154452
48363,5,108,144390
48364,2,107,146111
48365,4,100,135761
48366,7,119,152683
48367,2,108,138254
48368,31,96,129231
48369,16,100,113780
48370,6,95,140652
48371,4,117,156177
48372,26,99,132636
48373,0,114,155694
48374,1,108,124157
48375,7,114,171309
48376,9,101,130796
48377,9,108,141086
48378,2,111,151687
48379,41,110,139310
48380,3,105,145161
48381,52,90,110441
48382,7,113,168685
48383,1,95,111527
48384,10,98,114201
48385,1,102,115927
48386,8,109,143925
48387,7,108,153595
48388,0,104,127515
48389,25,86,101406
48390,17,107,138875
48391,11,93,109276
48392,2,101,136433
48393,3,116,177298
48394,7,96,144770
48395,1,108,109469
48396,21,93,115678
48397,11,93,117599
48398,4,103,146864
48399,16,113,144636
48400,22,116,147393
48401,18,105,162612
48402,22,97,116597
48403,35,96,145345
48404,19,90,119087
48405,6,101,149384
48406,5,117,142734
48407,4,108,133562
48408,0,95,136399
48409,0,124,166195
48410,10,103,117355
48411,5,95,135454
48412,1,96,110259
48413,0,112,155933
48414,10,110,136760
48415,9,99,110218
48416,4,118,142466
48417,34,97,151038
48418,4,95,121727
48419,14,113,155957
48420,9,101,135592
48421,14,97,165823
48422,37,90,112117
48423,1,101,112414
48424,47,99,135372
48425,8,112,118735
48426,1,115,143004
48427,8,100,171555
48428,5,106,157169
48429,3,113,150860
48430,1,102,142487
48431,3,94,110023
48432,2,100,110335
48433,4,104,126463
48434,12,108,126518
48435,12,107,244739
48436,2,106,114533
48437,7,91,107701
48438,0,102,122992
48439,10,99,132741
48440,2,108,168065
48441,3,96,140564
48442,27,91,120218
48443,2,101,144347
48444,30,104,124768
48445,15,99,140372
48446,0,101,146519
48447,2,113,135207
48448,2,106,133653
48449,4,107,135634
48450,1,114,134281
48451,0,115,140671
48452,0,93,188874
48453,16,117,150177
48454,9,109,124859
48455,6,102,107966
48456,2,97,130714
48457,5,104,122780
48458,22,94,111337
48459,18,106,139233
48460,2,92,91158
48461,26,87,116828
48462,13,99,107132
48463,1,92,116257
48464,6,104,139674
48465,4,118,197156
48466,6,121,140025
48467,0,108,154068
48468,3,109,137392
48469,8,118,156269
48470,4,102,150644
48471,26,101,135049
48472,7,96,137358
48473,2,105,137549
48474,1,106,131999
48475,15,97,121627
48476,1,106,143144
48477,1,115,139579
48478,1,104,135449
48479,1,95,121470
48480,4,110,132411
48481,0,97,106662
48482,2,95,97946
48483,17,113,153412
48484,5,104,141363
48485,7,111,144660
48486,1,103,156320
48487,4,102,141211
48488,1,104,158184
48489,3,94,128621
48490,1,93,135887
48491,3,103,128128
48492,7,121,164967
48493,2,82,103223
48494,9,102,139933
48495,4,109,166282
48496,3,98,153816
48497,2,94,124890
48498,9,121,167231
48499,11,105,141213
48500,43,95,118478
48501,22,92,114390
48502,15,105,146893
48503,14,125,160802
48504,0,102,138103
48505,0,119,167246
48506,11,82,110336
48507,0,123,155428
48508,1,112,139334
48509,3,92,119391
48510,4,108,124732
48511,5,116,149032
48512,5,88,174078
48513,0,105,126915
48514,1,124,157529
48515,4,86,92306
48516,7,81,72516
48517,10,105,136631
48518,10,98,132615
48519,11,96,105117
48520,3,116,158689
48521,8,81,102775
48522,2,98,132178
48523,16,102,130117
48524,3,121,150515
48525,4,107,134822
48526,2,105,128215
48527,0,113,132740
48528,4,110,125693
48529,4,84,105817
48530,11,102,131981
48531,4,125,174121
48532,7,98,118274
48533,28,84,108745
48534,4,107,134107
48535,11,100,163985
48536,9,108,141220
48537,3,121,200417
48538,5,112,137236
48539,6,101,110099
48540,5,115,156988
48541,9,90,98986
48542,6,113,137467
48543,0,116,160016
48544,0,112,135624
48545,23,111,142869
48546,14,101,102167
48547,4,102,124424
48548,8,101,139447
48549,26,110,113207
48550,8,106,125867
48551,14,97,111868
48552,18,100,125622
48553,3,98,119016
48554,7,90,136733
48555,3,120,175818
48556,2,109,137739
48557,4,119,194146
48558,4,113,135109
48559,3,101,117696
48560,2,106,148181
48561,8,110,160486
48562,1,93,106562
48563,16,98,114526
48564,1,90,154080
48565,4,121,198131
48566,1,100,119698
48567,11,107,140885
48568,10,114,141912
48569,0,104,136422
48570,7,121,134601
48571,2,104,136115
48572,4,119,154528
48573,4,97,123550
48574,4,104,115229
48575,20,76,77411
48576,3,110,148956
48577,29,94,160917
48578,14,95,122367
48579,9,86,104886
48580,7,107,170352
48581,2,89,93748
48582,4,95,119285
48583,2,111,163610
48584,8,106,130788
48585,5,86,90758
48586,0,103,129855
48587,5,125,151878
48588,5,92,123616
48589,0,100,139231
48590,9,108,123603
48591,6,121,158435
48592,10,101,134105
48593,42,92,112402
48594,2,97,134776
48595,9,94,120395
48596,4,94,124801
48597,12,100,139679
48598,4,109,146355
48599,11,101,134147
48600,4,80,95550
48601,0,107,165542
48602,8,107,163622
48603,5,91,116462
48604,8,89,117245
48605,10,106,128682
48606,11,87,110010
48607,2,106,151503
48608,6,116,141920
48609,0,100,132998
48610,23,101,96542
48611,6,106,114644
48612,8,93,109595
48613,8,104,149627
48614,5,86,124217
48615,6,104,121196
48616,8,100,131413
48617,10,97,121435
48618,7,82,117604
48619,30,96,127058
48620,1,110,174110
48621,24,95,100880
48622,19,106,148198
48623,1,105,134368
48624,43,96,115037
48625,1,103,149381
48626,7,96,104354
48627,4,96,103609
48628,10,91,121073
48629,0,100,138895
48630,2,105,120974
48631,27,92,132992
48632,14,105,137573
48633,3,98,139822
48634,2,104,121106
48635,2,115,148758
48636,0,102,91643
48637,13,84,96434
48638,0,105,115122
48639,5,97,134095
48640,3,103,141764
48641,30,102,121529
48642,2,90,107431
48643,8,85,90743
48644,7,91,113961
48645,3,98,131544
48646,2,96,125972
48647,5,102,121342
48648,5,96,125542
48649,9,99,121188
48650,8,106,136070
48651,6,103,118774
48652,0,89,121092
48653,0,93,120554
48654,0,101,125124
48655,2,96,126590
48656,9,99,110069
48657,8,115,155227
48658,21,116,142666
48659,1,127,166477
48660,5,98,135034
48661,6,106,121760
48662,8,105,128672
48663,5,116,141446
48664,3,95,114343
48665,1,100,130714
48666,6,112,147937
48667,12,94,112788
48668,16,86,102835
48669,19,85,98917
48670,5,131,167144
48671,28,109,147262
48672,31,99,103550
48673,9,119,153402
48674,12,109,112966
48675,19,109,125069
48676,11,110,136482
48677,13,102,152658
48678,14,102,122465
48679,17,110,145688
48680,0,73,75549
48681,9,105,130795
48682,5,111,140179
48683,1,100,126644
48684,22,104,130802
48685,8,81,116909
48686,6,108,135984
48687,1,100,119769
48688,2,113,136764
48689,12,108,131178
48690,33,95,117838
48691,1,125,147809
48692,5,113,146897
48693,15,96,133272
48694,0,102,115425
48695,21,90,120475
48696,9,93,117911
48697,10,83,87688
48698,21,124,143390
48699,0,102,144699
48700,5,125,147022
48701,22,115,159191
48702,5,105,137173
48703,4,114,137499
48704,7,100,125775
48705,8,106,135221
48706,3,104,111684
48707,6,105,133384
48708,9,106,143910
48709,13,107,118929
48710,0,110,145428
48711,14,92,111251
48712,9,100,125872
48713,5,118,138602
48714,24,98,138864
48715,0,97,113737
48716,32,93,128980
48717,0,77,87912
48718,1,95,131342
48719,8,121,131665
48720,29,89,97111
48721,37,100,124848
48722,2,89,115907
48723,16,103,124374
48724,24,90,115976
48725,13,111,187246
48726,3,109,171247
48727,12,97,122350
48728,17,117,124867
48729,7,105,140645
48730,15,97,112553
48731,5,120,135728
48732,18,105,123014
48733,33,114,131726
48734,12,86,106276
48735,2,87,119894
48736,5,84,101219
48737,5,98,134612
48738,4,106,126202
48739,29,80,103329
48740,23,85,117525
48741,4,100,124284
48742,0,105,115853
48743,9,102,127777
48744,6,92,109538
48745,5,108,133687
48746,8,105,119222
48747,21,97,177870
48748,11,101,140594
48749,11,125,156823
48750,3,86,110009
48751,17,103,121938
48752,0,115,135895
48753,2,100,135185
48754,1,93,111780
48755,0,93,130395
48756,0,115,145394
48757,56,95,129885
48758,4,124,144279
48759,6,105,135121
48760,49,110,145676
48761,8,114,149922
48762,7,93,116877
48763,5,97,94711
48764,9,104,132480
48765,7,96,114483
48766,9,105,149903
48767,1,105,147258
48768,10,91,114175
48769,4,126,175656
48770,4,98,111559
48771,2,91,137349
